author,category,difficulty,duration,link,name,rating
Scott Hecht,oracle,Intermediate,2h 24m,https://www.pluralsight.com:443/courses/intro-dates-times-intervals-oracle,"Introduction to Dates, Times and Intervals in Oracle",
David Berry,oracle,Intermediate,7h 50s,https://www.pluralsight.com:443/courses/oracle-performance-tuning-developers,Oracle Performance Tuning for Developers,
Tim Warner,oracle,Intermediate,3h 26m,https://www.pluralsight.com:443/courses/oracle-database-12c-disaster-recovery,Oracle Database 12c Disaster Recovery and Data Movement,
Dale Meredith,security-fundamentals,Beginner,2h 37m,https://www.pluralsight.com:443/courses/enterprise-security-policies-practices-procedures,"Enterprise Security: Policies, Practices, and Procedures",
Troy Hunt,security-fundamentals,Beginner,3h 24m,https://www.pluralsight.com:443/courses/https-every-developer-must-know,What Every Developer Must Know About HTTPS,
John Elliott,security-fundamentals,Beginner,22m,https://www.pluralsight.com:443/courses/pci-dss-executive-briefing,Payment Card Industry Data Security Standard (PCI DSS): Executive Briefing,
Christopher Rees,security-fundamentals,Beginner,1h 53m,https://www.pluralsight.com:443/courses/comptia-security-plus-cryptography-pki,Cryptography and PKI for CompTIA Security+,
Ricardo Reimao,security-fundamentals,Beginner,3h 34m,https://www.pluralsight.com:443/courses/incident-detection-investigation-qradar,Incident Detection and Investigation with QRadar,
Kevin Henry,security-fundamentals,Intermediate,1h 29m,https://www.pluralsight.com:443/courses/security-management,Security Management,
Joe Abraham,security-fundamentals,Intermediate,1h 37m,https://www.pluralsight.com:443/courses/cisco-cyberops-exploring-security-concepts,Cisco CyberOps: Exploring Security Concepts,
Scott Brady,security-fundamentals,Intermediate,2h 1s,https://www.pluralsight.com:443/courses/oauth-2-getting-started,Getting Started with OAuth 2.0,
Christopher Rees,security-fundamentals,Advanced,1h 14m,https://www.pluralsight.com:443/courses/security-leadership-through-effective-communication,Security Leadership through Effective Communication,
Aaron Rosenmund,security-fundamentals,Advanced,1h 47m,https://www.pluralsight.com:443/courses/security-event-triage-detecting-system-anomalies,Security Event Triage: Detecting System Anomalies,
Christopher Rees,security-fundamentals,Intermediate,2h 8m,https://www.pluralsight.com:443/courses/law-ethics-sec-compliance-management,"Law, Ethics, and Security Compliance Management",
Dr. Jared DeMott,security-fundamentals,Beginner,1h 9m,https://www.pluralsight.com:443/courses/security-hackers-developers,Security for Hackers and Developers: Overview,
Aaron Rosenmund,security-fundamentals,Advanced,2h 8m,https://www.pluralsight.com:443/courses/set-revealing-attacker-methodology-web-application-events,Security Event Triage: Revealing Attacker Methodology in Web Application Events,
Aaron Rosenmund,security-fundamentals,Advanced,2h 50s,https://www.pluralsight.com:443/courses/set-detecting-network-anomalies-behavioral-analysis,Security Event Triage: Detecting Network Anomalies with Behavioral Analysis,
Troy Hunt,security-fundamentals,Intermediate,7h 32s,https://www.pluralsight.com:443/courses/secure-account-management-fundamentals,Secure Account Management Fundamentals,
Christopher Rees,security-fundamentals,Advanced,1h 7m,https://www.pluralsight.com:443/courses/security-management-case-study-2,Security Management: A Case Study,
Guillaume Ross,security-fundamentals,Intermediate,1h 59m,https://www.pluralsight.com:443/courses/set-detecting-malicious-traffic-signature-session-analysis,Security Event Triage: Detecting Malicious Traffic with Signature and Session Analysis,
Bryan Hansen,security-fundamentals,Intermediate,4h 7m,https://www.pluralsight.com:443/courses/spring-security-fundamentals,Spring Security Fundamentals,
Miguel Saavedra,information-cyber-security,Advanced,1h 34m,https://www.pluralsight.com:443/courses/advanced-networking-security-aws,Advanced Network Security on AWS,
Danny Jessee,information-cyber-security,Intermediate,1h 19m,https://www.pluralsight.com:443/courses/securing-data-secrets-aws,Securing Data and Secrets on AWS,
Microsoft Ignite 2019,security-fundamentals,Beginner,38m,https://www.pluralsight.com:443/courses/microsoft-ignite-session-06,Azure Security Fundamentals,
John Elliott,information-cyber-security,Beginner,3h 6m,https://www.pluralsight.com:443/courses/gdpr-big-picture,GDPR: The Big Picture,
James D. Murray,information-cyber-security,Beginner,4h 2m,https://www.pluralsight.com:443/courses/ethical-hacking-buffer-overflow,Ethical Hacking: Buffer Overflow,
Dawid Czagan,information-cyber-security,Beginner,1h 30s,https://www.pluralsight.com:443/courses/hacking-authentication-web-app,Web App Hacking: Hacking Authentication,
Kevin Henry,information-cyber-security,Intermediate,2h 19m,https://www.pluralsight.com:443/courses/security-operations,Security Operations,
Matt Glass,information-cyber-security,Beginner,1h 37m,https://www.pluralsight.com:443/courses/vulnerability-management-big-picture,Vulnerability Management: The Big Picture,
Kevin Henry,information-cyber-security,Intermediate,1h 19m,https://www.pluralsight.com:443/courses/physical-security,Physical Security,
Guillaume Ross,information-cyber-security,Beginner,2h 19m,https://www.pluralsight.com:443/courses/security-onion-network-security-monitoring,Network Security Monitoring (NSM) with Security Onion,
Troy Hunt,information-cyber-security,Intermediate,8h 6m,https://www.pluralsight.com:443/courses/owasp-top10-aspdotnet-application-security-risks,OWASP Top 10 Web Application Security Risks for ASP.NET,
Troy Hunt,information-cyber-security,Beginner,3h 22s,https://www.pluralsight.com:443/courses/ethical-hacking-evading-ids-firewalls-honeypots,"Ethical Hacking: Evading IDS, Firewalls, and Honeypots",
Matt Glass,information-cyber-security,Intermediate,1h 24m,https://www.pluralsight.com:443/courses/cryptography-big-picture,Cryptography: The Big Picture,
Troy Hunt,information-cyber-security,Intermediate,1h 34m,https://www.pluralsight.com:443/courses/owasp-top-10-whats-new-2013,What's New in the OWASP Top 10 for 2013,
Kevin Henry,information-cyber-security,Intermediate,4h 36s,https://www.pluralsight.com:443/courses/software-development-security,Software Development Security,
Kevin Henry,information-cyber-security,Intermediate,1h 27m,https://www.pluralsight.com:443/courses/security-architecture,Security Architecture,
Bobby Rogers,information-cyber-security,Intermediate,4h 11m,https://www.pluralsight.com:443/courses/infosec-manager-information-security-program-management,Information Security Manager: Information Security Program Management,
Aaron Rosenmund,information-cyber-security,Beginner,54m,https://www.pluralsight.com:443/courses/security-event-triage-operationalizing-security-analysis,Security Event Triage: Operationalizing Security Analysis,
Kevin Henry,information-cyber-security,Intermediate,53m,https://www.pluralsight.com:443/courses/security-engineering,Security Engineering,
Troy Hunt,information-cyber-security,Intermediate,1h 42m,https://www.pluralsight.com:443/courses/play-by-play-website-security-review-troy-hunt-lars-klint,Play by Play: Website Security Review with Troy Hunt and Lars Klint,
Troy Hunt,information-cyber-security,Intermediate,2h 3m,https://www.pluralsight.com:443/courses/web-security-owasp-top10-big-picture,Web Security and the OWASP Top 10: The Big Picture,
Bobby Rogers,information-cyber-security,Intermediate,4h 29m,https://www.pluralsight.com:443/courses/infosec-manager-security-governance,Information Security Manager: Information Security Governance,
Bobby Rogers,information-cyber-security,Beginner,2h 59m,https://www.pluralsight.com:443/courses/security-management-big-picture,Security Management: The Big Picture,
Daniel Lachance,information-cyber-security,Beginner,2h 6m,https://www.pluralsight.com:443/courses/security-policies-designing-implementing,Designing and Implementing Security Policies,
Paul Mealus,security-auditing,Intermediate,3h 22m,https://www.pluralsight.com:443/courses/evaluating-organizations-security-posture,Evaluating Your Organization’s Security Posture,
Ricardo Reimao,security-auditing,Intermediate,28m,https://www.pluralsight.com:443/courses/collection-powersploit,Collection with PowerSploit,
Keith Watson,security-auditing,Beginner,2h 53m,https://www.pluralsight.com:443/courses/information-security-introduction,Introduction to Information Security,
Lyron Andrews,security-auditing,Intermediate,1h 24m,https://www.pluralsight.com:443/courses/manage-cloud-security-risk-ccsk,Manage Cloud Security and Risk,
,security-auditing,Intermediate,2h 27m,https://www.pluralsight.com:443/courses/security-assessment-authorization-process-implementing,Implementing a Security Assessment and Authorization Process,
Kevin Henry,security-auditing,Intermediate,1h 56m,https://www.pluralsight.com:443/courses/information-systems-operations-resilience,Information Systems Operations: Resilience,
Taylor Jones,security-auditing,Beginner,3h 14m,https://www.pluralsight.com:443/courses/implementing-cis-critical-security-controls,Implementing the 20 CIS Critical Security Controls,
Google Cloud,security-auditing,Intermediate,1h 23m,https://www.pluralsight.com:443/courses/security-best-practices-google-cloud,Security Best Practices in Google Cloud,
Big Data LDN,security-auditing,Intermediate,26m,https://www.pluralsight.com:443/courses/big-data-ldn-session-152,Keep Your Data Lake from Getting Hadooped,
Lyron Andrews,security-auditing,Intermediate,1h 11m,https://www.pluralsight.com:443/courses/ccsp-cloud-governance-data-privacy-audit,"CCSP®: Cloud Governance, Data Privacy, and Audit",
Daniel Lachance,security-auditing,Beginner,1h 53m,https://www.pluralsight.com:443/courses/network-fundamentals-protocols,Network Fundamentals and Protocols,
Kevin Henry,security-auditing,Intermediate,1h 37m,https://www.pluralsight.com:443/courses/information-systems-auditing-process-it-management,The Information Systems Auditing Process: IT Management,
Kevin Henry,security-auditing,Intermediate,56m,https://www.pluralsight.com:443/courses/information-systems-asset-protection-asset-security,Information Systems Asset Protection: Asset Security,
Kevin Henry,security-auditing,Intermediate,1h 30m,https://www.pluralsight.com:443/courses/information-systems-asset-protection-monitoring,Information Systems Asset Protection: Monitoring,
Kevin Henry,security-auditing,Intermediate,2h 30m,https://www.pluralsight.com:443/courses/information-systems-auditing-process-audit-planning,The Information Systems Auditing Process: Audit Planning,
Matt Glass,security-auditing,Intermediate,1h 2m,https://www.pluralsight.com:443/courses/maximizing-nmap-security-auditing,Maximizing Nmap for Security Auditing,
Dr. Jared DeMott,security-auditing,Intermediate,2h 2m,https://www.pluralsight.com:443/courses/code-auditing-security-hackers-developers,Security for Hackers and Developers: Code Auditing,
Kevin Henry,security-auditing,Intermediate,1h 42m,https://www.pluralsight.com:443/courses/information-systems-auditing-process-conducting-audit,The Information Systems Auditing Process: Conducting an Audit,
Kevin Henry,security-auditing,Intermediate,1h 49m,https://www.pluralsight.com:443/courses/information-systems-operations-monitoring,Information Systems Operations: Monitoring,
Kevin Henry,security-auditing,Intermediate,2h 16m,https://www.pluralsight.com:443/courses/information-systems-auditing-process-it-governance,The Information Systems Auditing Process: IT Governance,
Kevin Henry,security-auditing,Intermediate,2h 27m,https://www.pluralsight.com:443/courses/information-systems-auditing-acquisition-development,Information Systems Auditing: Information Systems Acquisition and Development,
Kevin Henry,security-auditing,Intermediate,2h 59m,https://www.pluralsight.com:443/courses/information-systems-asset-protection-securing-system-components,Information Systems Asset Protection: Securing System Components,
Kevin Henry,security-auditing,Intermediate,1h 44m,https://www.pluralsight.com:443/courses/information-systems-auditing-implementation,Information Systems Auditing: Implementation,
Dr. Jared DeMott,malware-analysis,Intermediate,1h 47m,https://www.pluralsight.com:443/courses/exploit-development-security-hackers-developers,Security for Hackers and Developers: Exploit Development,
Cristian Pascariu,malware-analysis,Beginner,1h 43m,https://www.pluralsight.com:443/courses/threat-intelligence-big-picture,Threat Intelligence: The Big Picture,
Josh Stroschein,malware-analysis,Beginner,3h 40m,https://www.pluralsight.com:443/courses/reverse-engineering-getting-started,Getting Started with Reverse Engineering,
CodeMash,security-auditing,Beginner,57m,https://www.pluralsight.com:443/courses/codemash-session-38,How CTF Competitions Make You a Better Developer: CodeMash,
Dr. Jared DeMott,malware-analysis,Intermediate,2h 3m,https://www.pluralsight.com:443/courses/reverse-engineering-security-hackers-developers,Security for Hackers and Developers: Reverse Engineering,
Kevin Henry,malware-analysis,Intermediate,1h 25m,https://www.pluralsight.com:443/courses/sscp-malicious-code-threats,Malicious Code and Threats,
Dr. Jared DeMott,malware-analysis,Advanced,2h 23m,https://www.pluralsight.com:443/courses/malware-advanced-analysis-combating-exploit-kits,Advanced Malware Analysis: Combating Exploit Kits,
Aaron Rosenmund,malware-analysis,Intermediate,1h 25m,https://www.pluralsight.com:443/courses/setting-up-malware-analysis-lab,Setting Up a Malware Analysis Lab,
Dale Meredith,malware-analysis,Beginner,4h 56m,https://www.pluralsight.com:443/courses/ethical-hacking-mobile-platforms,Ethical Hacking: Hacking Mobile Platforms,
Josh Stroschein,malware-analysis,Advanced,1h 53m,https://www.pluralsight.com:443/courses/defeating-anti-reverse-engineering-anti-debugging-techniques,Defeating Anti-reverse Engineering and Anti-debugging Techniques,
Josh Stroschein,malware-analysis,Intermediate,2h 22m,https://www.pluralsight.com:443/courses/malware-analysis-identifying-defeating-obfuscation,Malware Analysis: Identifying and Defeating Code Obfuscation,
Josh Stroschein,malware-analysis,Intermediate,2h 17m,https://www.pluralsight.com:443/courses/malware-analysis-identifying-defeating-packing,Malware Analysis: Identifying and Defeating Packing,
droidcon SF,malware-analysis,Beginner,28m,https://www.pluralsight.com:443/courses/droidcon-sf-session-12,A Day in the Life of a Mobile Malware Reverse Engineer,
Tyler Hudak,malware-analysis,Intermediate,2h 59m,https://www.pluralsight.com:443/courses/malware-analysis-malicious-documents-performing,Performing Malware Analysis on Malicious Documents,
Daniel Lachance,malware-analysis,Beginner,1h 55m,https://www.pluralsight.com:443/courses/risk-vulnerabilities-threats-cnd,"Risks, Vulnerabilities, and Threats",
Christopher Rees,malware-analysis,Beginner,2h 13m,https://www.pluralsight.com:443/courses/malware-analysis-big-picture,Malware Analysis: The Big Picture,
Dale Meredith,malware-analysis,Beginner,3h 46m,https://www.pluralsight.com:443/courses/ethical-hacking-malware-threats,Ethical Hacking: Malware Threats,
Josh Stroschein,malware-analysis,Intermediate,1h 34m,https://www.pluralsight.com:443/courses/reverse-engineering-malware-ghidra,Reverse Engineering Malware with Ghidra,
Cristian Pascariu,malware-analysis,Advanced,1h 29m,https://www.pluralsight.com:443/courses/advanced-malware-analysis-ransomware,Advanced Malware Analysis: Ransomware,
Josh Stroschein,malware-analysis,Intermediate,1h 42m,https://www.pluralsight.com:443/courses/dotnet-java-binaries-analyzing-malware,Analyzing Malware for .NET and Java Binaries,
Aaron Rosenmund,malware-analysis,Intermediate,1h 40m,https://www.pluralsight.com:443/courses/detecting-analyzing-fileless-malware,Hunting for Fileless Malware,
Tyler Hudak,malware-analysis,Beginner,3h 20m,https://www.pluralsight.com:443/courses/malware-analysis-fundamentals,Malware Analysis Fundamentals,
Tyler Hudak,malware-analysis,Intermediate,1h 29m,https://www.pluralsight.com:443/courses/malware-analysis-detection-trickbot,Malware Analysis and Detection: Trickbot,
Mike Woolard,penetration-testing,Intermediate,2h 37m,https://www.pluralsight.com:443/courses/web-app-pentesting-fundamentals,Web Application Penetration Testing Fundamentals,
Dawid Czagan,penetration-testing,Intermediate,49m,https://www.pluralsight.com:443/courses/web-app-pentesting-input-validation,Web Application Penetration Testing: Input Validation,
John Elliott,penetration-testing,Beginner,20m,https://www.pluralsight.com:443/courses/pentesting-red-blue-purple-teams-exec-briefing,"Penetration Testing with Red, Blue, and Purple Teams: Executive Briefing",
Lee Allen,penetration-testing,Intermediate,2h 10m,https://www.pluralsight.com:443/courses/web-app-pentesting-configuration-deployment-management,Web Application Penetration Testing: Configuration and Deployment Management Testing,
Ricardo Reimao,penetration-testing,Intermediate,1h 23m,https://www.pluralsight.com:443/courses/wireless-network-penetration-testing-advanced-techniques,Wireless Network Penetration Testing Advanced Techniques,
Dawid Czagan,penetration-testing,Intermediate,51m,https://www.pluralsight.com:443/courses/web-app-pen-testing-weak-cryptography,Web Application Penetration Testing: Weak Cryptography,
Dawid Czagan,penetration-testing,Intermediate,48m,https://www.pluralsight.com:443/courses/web-app-pentesting-insecure-error-handling,Web Application Penetration Testing: Insecure Error Handling,
Dr. Sunny Wear,penetration-testing,Intermediate,2h 26m,https://www.pluralsight.com:443/courses/web-application-penetration-testing-with-burp-suite,Web Application Penetration Testing with Burp Suite,
Chad Russell,penetration-testing,Intermediate,2h 24m,https://www.pluralsight.com:443/courses/pentesting-setting-scope-engagement,Penetration Testing: Setting the Scope and Rules of Engagement,
Dr. Sunny Wear,penetration-testing,Advanced,1h 48m,https://www.pluralsight.com:443/courses/advanced-web-application-penetration-testing-burp-suite,Advanced Web Application Penetration Testing with Burp Suite,
Peter Mosmans,penetration-testing,Intermediate,1h 57m,https://www.pluralsight.com:443/courses/opsec-penetration-testers,OPSEC for Penetration Testers,
Prasad Salvi,penetration-testing,Intermediate,56m,https://www.pluralsight.com:443/courses/penetration-testing-identity-authentication-authorization-mechanism,"Penetration Testing of Identity, Authentication and Authorization Mechanism",
Clark Voss,penetration-testing,Intermediate,2h 45s,https://www.pluralsight.com:443/courses/session-management-testing-web-application-penetration-testing,Web Application Penetration Testing: Session Management Testing,
David Clinton,penetration-testing,Intermediate,49m,https://www.pluralsight.com:443/courses/recon-ng-penetration-testing-osint-gathering,Penetration Testing OSINT Gathering with Recon-ng,
Gus Khawaja,penetration-testing,Intermediate,1h 56m,https://www.pluralsight.com:443/courses/penetration-testing-automation-using-python-kali-linux,Penetration Testing Automation Using Python and Kali Linux,
Daniel Teixeira,penetration-testing,Intermediate,1h 30m,https://www.pluralsight.com:443/courses/penetration-testing-action,Penetration Testing in Action,
Gus Khawaja,penetration-testing,Intermediate,1h 32m,https://www.pluralsight.com:443/courses/penetration-testing-metasploit-framework,Penetration Testing with the Metasploit Framework,
Gus Khawaja,penetration-testing,Beginner,1h 22m,https://www.pluralsight.com:443/courses/network-penetration-testing-python-kali-linux,Network Penetration Testing Using Python and Kali Linux,
Will Vandevanter,penetration-testing,Intermediate,2h 7s,https://www.pluralsight.com:443/courses/writing-penetration-testing-reports,Writing Penetration Testing Reports,
Ricardo Reimao,penetration-testing,Intermediate,1h 13m,https://www.pluralsight.com:443/courses/wireless-network-penetration-testing,Wireless Network Penetration Testing,
Jerod Brennen,penetration-testing,Intermediate,5h 11m,https://www.pluralsight.com:443/courses/osint-gathering-corporate-targets,Performing OSINT Gathering on Corporate Targets,
Keith Watson,penetration-testing,Beginner,2h 22m,https://www.pluralsight.com:443/courses/penetration-testing-big-picture,Penetration Testing: The Big Picture,
Mike Woolard,penetration-testing,Intermediate,1h 46m,https://www.pluralsight.com:443/courses/owasp-zap-web-app-pentesting-getting-started,Getting Started with OWASP Zed Attack Proxy (ZAP) for Web Application Penetration Testing,
Liam Cleary,penetration-testing,Intermediate,3h 32m,https://www.pluralsight.com:443/courses/penetration-testing-sharepoint,Penetration Testing SharePoint,
Ben Sullins,tableau,Beginner,4h 47m,https://www.pluralsight.com:443/courses/data-analysis-fundamentals-tableau,Data Analysis Fundamentals with Tableau,
Angelique Keyter,penetration-testing,Beginner,1h 37m,https://www.pluralsight.com:443/courses/penetration-testing-lifecycle-explained,Penetration Testing Life Cycle Explained,
Dale Meredith,penetration-testing,Beginner,4h 42m,https://www.pluralsight.com:443/courses/ethical-hacking-penetration-testing,Ethical Hacking: Penetration Testing,
Keith Watson,penetration-testing,Beginner,3h 37m,https://www.pluralsight.com:443/courses/metasploit-penetration-testing-introduction,Introduction to Penetration Testing Using Metasploit,
Gus Khawaja,penetration-testing,Advanced,6h 2m,https://www.pluralsight.com:443/courses/kali-linux-penetration-testing-ethical-hacking,Penetration Testing and Ethical Hacking with Kali Linux,
Sadequl Hussain,tableau,Advanced,2h 18m,https://www.pluralsight.com:443/courses/amazon-athena-advanced-operations,Advanced Operations with Amazon Athena,
Adam Crahen,tableau,Intermediate,1h 41m,https://www.pluralsight.com:443/courses/build-first-data-visualization-alteryx,Build Your First Data Visualization with Alteryx,
Vitthal Srinivasan,tableau,Intermediate,3h 59m,https://www.pluralsight.com:443/courses/numerical-optimization-techniques,Understanding and Applying Numerical Optimization Techniques,
Ben Sullins,tableau,Intermediate,1h 36m,https://www.pluralsight.com:443/courses/enterprise-business-intelligence-tableau-server,Enterprise Business Intelligence with Tableau Server,
Big Data LDN,tableau,Intermediate,29m,https://www.pluralsight.com:443/courses/big-data-ldn-session-126,Discover the “Why” You Didn't Know Existed,
Troy Kranendonk,tableau,Beginner,1h 12m,https://www.pluralsight.com:443/courses/data-you-can-see,Making Data into Something You Can See,
Tim Lafferty,tableau,Beginner,1h 14m,https://www.pluralsight.com:443/courses/tableau-desktop-building-effective-data-communications,Building Effective Data Communications with Tableau Desktop,
Xavier Morera,tableau,Beginner,4h 6m,https://www.pluralsight.com:443/courses/microsoft-azure-data-explorer-starting,How to Start with Microsoft Azure Data Explorer,
Big Data LDN,tableau,Intermediate,24m,https://www.pluralsight.com:443/courses/big-data-ldn-session-136,Self-service and Tableau Community at Lloyds Banking Group,
WIA,tableau,Intermediate,29m,https://www.pluralsight.com:443/courses/wia-2019-session-18,Data Visualization with Tableau,
Ben Sullins,tableau,Beginner,5h 1m,https://www.pluralsight.com:443/courses/data-analytics-hands-on,Data Analytics: Hands On,
,tableau,Intermediate,1h 48m,https://www.pluralsight.com:443/courses/data-visualization-using-tableau-public,Data Visualizations Using Tableau Public,
Big Data LDN,tableau,Intermediate,24m,https://www.pluralsight.com:443/courses/big-data-ldn-session-127,Selecting Your Fantasy Premier League Team with Advanced Analytics,
Ben Sullins,tableau,Intermediate,1h 50m,https://www.pluralsight.com:443/courses/tableau-10-whats-new,What's New in Tableau 10,
Ranjan Relan,tableau,Beginner,45m,https://www.pluralsight.com:443/courses/build-first-dashboard-tableau,Build Your First Dashboard with Tableau,
Ann Jackson,tableau,Beginner,1h 25m,https://www.pluralsight.com:443/courses/tableau-desktop-using-integrated-analytics,Using Integrated Analytics in Tableau Desktop,
Pooja Gandhi,tableau,Beginner,1h 23m,https://www.pluralsight.com:443/courses/tableau-desktop-collecting-preparing-data,Collecting and Preparing Data for Tableau Desktop,
Pooja Gandhi,tableau,Intermediate,1h 57m,https://www.pluralsight.com:443/courses/tableau-desktop-calculated-fields,Using Calculated Fields in Tableau Desktop,
Adam Crahen,tableau,Beginner,1h 38m,https://www.pluralsight.com:443/courses/tableau-desktop-manipulating-data,Manipulating Data in Tableau Desktop,
Adam Crahen,tableau,Intermediate,3h 45m,https://www.pluralsight.com:443/courses/tableau-desktop-building-common-chart-types-playbook,Tableau Desktop Playbook: Building Common Chart Types,
Avdhesh Gaur,tableau,Intermediate,2h 2m,https://www.pluralsight.com:443/courses/storytelling-tableau,Storytelling with Tableau,
Adam Crahen,tableau,Advanced,1h 34m,https://www.pluralsight.com:443/courses/mapping-spatial-data-tableau-desktop,Mapping Spatial Data in Tableau Desktop,
Curtis Harris,tableau,Beginner,54m,https://www.pluralsight.com:443/courses/data-visualization-best-practices,Data Visualization: Best Practices,
